"고유번호","구명","수목고유번호","구번호","동명","순번","수목명","흉고지름","수고","수관너비","위치","주변토지사용상태","품계흉고","품계활력","품계수형","품계수종","품계위치","관리등급","피해상태","학명","식생활력","품계등급","관리기관","X 좌표","Y 좌표"
"20001264","중구","2-장충동-큰-0108","02","장충동","108.00000000","느티나무","48.00000000","32.00000000","10.00000000","","60","10.00000000","10.00000000","6.00000000","6","9","2.00000000","1.00000000","Zelkova serrata Makino","2.00000000","41.00000000","공원녹지과","199666.667","199666.6671"
"20001265","중구","2-중림동-큰-0016","02","중림동","16.00000000","느티나무","48.00000000","30.00000000","13.00000000","카톨릭중림동성당","60","10.00000000","10.00000000","6.00000000","6","9","2.00000000","1.00000000","Zelkova serrata Makino","2.00000000","41.00000000","공원녹지과","197080.817","197080.8171"
"20001266","중구","2-중림동-큰-0109","02","중림동","109.00000000","은행나무","22.00000000","26.00000000","7.00000000","봉래초등학교","60","5.00000000","10.00000000","6.00000000","6","9","3.00000000","1.00000000","Ginkgo biloba L.","2.00000000","36.00000000","공원녹지과","196735.176","196735.1756"
"20001267","중구","2-장충동-큰-0071","02","장충동","71.00000000","양버즘나무","20.00000000","10.00000000","4.00000000","동국대학교","60","5.00000000","10.00000000","6.00000000","2","9","3.00000000","1.00000000","Platanus occidentalis L.","2.00000000","32.00000000","공원녹지과","200054.73","200054.7302"
"20001269","중구","2-신당3동-큰-0025","02","신당3동","25.00000000","향나무","21.00000000","4.00000000","1.00000000","남산타원","20","5.00000000","10.00000000","6.00000000","4","9","3.00000000","1.00000000","Juniperus chinensis L.","2.00000000","34.00000000","공원녹지과","201033.856","201033.856"
"20001270","중구","2-신당4동-큰-0050","02","신당4동","50.00000000","단풍나무","26.00000000","5.00000000","3.00000000","333-31","10","5.00000000","10.00000000","6.00000000","4","9","3.00000000","1.00000000","Acer palmatum Thunb.","2.00000000","34.00000000","공원녹지과","201308.59","201308.5899"
"20001271","중구","2-회현동-큰-0201","02","회현동","201.00000000","은행나무","21.00000000","7.00000000","6.00000000","연세빌딩","70","5.00000000","10.00000000","6.00000000","6","9","3.00000000","2.00000000","Ginkgo biloba L.","0E-8","0E-8","공원녹지과","197664.731","197664.7312"
"20001272","중구","2-신당1동-큰-0119","02","신당1동","119.00000000","은행나무","29.00000000","8.00000000","5.00000000","장충초교","60","5.00000000","10.00000000","6.00000000","6","9","3.00000000","1.00000000","Ginkgo biloba L.","2.00000000","36.00000000","공원녹지과","201009.063","201009.0631"
"20001273","중구","2-신당1동-큰-0040","02","신당1동","40.00000000","느릅나무","38.00000000","8.00000000","6.00000000","성동기계공고","60","5.00000000","10.00000000","6.00000000","4","9","3.00000000","1.00000000","Ulmus davidiana var","2.00000000","34.00000000","공원녹지과","201496.374","201496.3745"
"20001274","중구","2-중림동-큰-0001","02","중림동","1.00000000","느티나무","25.00000000","16.00000000","18.00000000","","60","5.00000000","10.00000000","6.00000000","6","9","3.00000000","1.00000000","Zelkova serrata Makino","2.00000000","36.00000000","공원녹지과","196851.108","196851.1077"
"20001276","중구","2-신당5동-큰-0023","02","신당5동","23.00000000","느티나무","42.00000000","8.00000000","6.00000000","성동고교","60","10.00000000","10.00000000","6.00000000","6","9","2.00000000","1.00000000","Zelkova serrata Makino","2.00000000","41.00000000","공원녹지과","202111.899","202111.8985"
"20001277","중구","2-광희동-큰-0111","02","광희동","111.00000000","은행나무","25.00000000","6.00000000","3.00000000","한양공고","60","5.00000000","10.00000000","6.00000000","6","9","3.00000000","1.00000000","Ginkgo biloba L.","2.00000000","36.00000000","공원녹지과","200926.665","200926.6649"
"20001278","중구","2-신당1동-큰-0102","02","신당1동","102.00000000","회화나무","30.00000000","10.00000000","7.00000000","동대문운동장체육공원부지","60","5.00000000","10.00000000","6.00000000","6","9","3.00000000","1.00000000","Sophora japonica L.","2.00000000","36.00000000","공원녹지과","201006.318","201006.3175"
"20001279","중구","2-광희동-큰-0103","02","광희동","103.00000000","향나무","20.00000000","3.00000000","2.00000000","33-13","10","5.00000000","10.00000000","6.00000000","6","9","3.00000000","1.00000000","Juniperus chinensis L.","2.00000000","36.00000000","공원녹지과","200692.961","200692.9609"
"20001280","중구","2-명동-큰-0012","02","명동","12.00000000","느티나무","50.00000000","8.00000000","6.00000000","계성여고","60","10.00000000","10.00000000","6.00000000","6","9","2.00000000","1.00000000","Zelkova serrata Makino","2.00000000","41.00000000","공원녹지과","198811.358","198811.3583"
"20001281","중구","2-충무로4,5동-큰-0008","02","충무로4,5동","8.00000000","은행나무","25.00000000","13.00000000","7.00000000","중구청","60","5.00000000","10.00000000","6.00000000","6","9","3.00000000","1.00000000","Ginkgo biloba L.","2.00000000","36.00000000","공원녹지과","199773.864","199773.8636"
"20001378","중구","2-회현동-큰-0211","02","회현동","211.00000000","은행나무","21.00000000","6.00000000","6.00000000","연세빌딩","70","5.00000000","10.00000000","6.00000000","6","9","3.00000000","2.00000000","Ginkgo biloba L.","0E-8","0E-8","공원녹지과","197665.168","197665.168"
"20001380","중구","2-신당5동-큰-0003","02","신당5동","3.00000000","향나무","21.00000000","8.00000000","4.00000000","52-203","10","5.00000000","10.00000000","6.00000000","4","9","3.00000000","1.00000000","Juniperus chinensis L.","2.00000000","34.00000000","공원녹지과","201630.963","201630.9634"
"20001381","중구","2-신당1동-큰-0025","02","신당1동","25.00000000","은행나무","27.00000000","9.00000000","3.00000000","광희초등학교","60","5.00000000","10.00000000","6.00000000","6","9","3.00000000","1.00000000","Ginkgo biloba L.","2.00000000","36.00000000","공원녹지과","201397.03","201397.0301"
"20001382","중구","2-소공동-큰-0272","02","소공동","272.00000000","느티나무","37.00000000","21.00000000","12.00000000","중앙일보","30","5.00000000","10.00000000","6.00000000","6","9","3.00000000","1.00000000","Zelkova serrata Makino","2.00000000","36.00000000","공원녹지과","197387.979","197387.9793"
"20001383","중구","2-명동-큰-0044","02","명동","44.00000000","단풍나무","25.00000000","5.00000000","4.00000000","성바오로교육장","60","5.00000000","10.00000000","6.00000000","4","9","3.00000000","1.00000000","Acer palmatum Thunb.","2.00000000","34.00000000","공원녹지과","198892.334","198892.3335"
"20001384","중구","2-소공동-큰-0259","02","소공동","259.00000000","느티나무","32.00000000","22.00000000","10.00000000","중앙일보","30","5.00000000","10.00000000","6.00000000","6","9","3.00000000","1.00000000","Zelkova serrata Makino","2.00000000","36.00000000","공원녹지과","197373.71","197373.7097"
"20001385","중구","2-회현동-큰-0203","02","회현동","203.00000000","은행나무","21.00000000","7.00000000","6.00000000","연세빌딩","70","5.00000000","10.00000000","6.00000000","6","9","3.00000000","2.00000000","Ginkgo biloba L.","0E-8","0E-8","공원녹지과","197664.625","197664.625"
"20001255","중구","2-광희동-큰-0065","02","광희동","65.00000000","느티나무","55.00000000","15.00000000","10.00000000","중구의회 구민회관","60","15.00000000","10.00000000","6.00000000","6","9","2.00000000","1.00000000","Zelkova serrata Makino","2.00000000","46.00000000","공원녹지과","200576.834","200576.834"
"20001256","중구","2-장충동-큰-0277","02","장충동","277.00000000","회화나무","28.00000000","8.00000000","5.00000000","파라다이스㈜","30","5.00000000","10.00000000","6.00000000","6","9","3.00000000","1.00000000","Sophora japonica L.","2.00000000","36.00000000","공원녹지과","200392.432","200392.4317"
"20001257","중구","2-명동-큰-0133","02","명동","133.00000000","소나무","23.00000000","18.00000000","7.00000000","남산공원","50","5.00000000","10.00000000","6.00000000","6","6","3.00000000","1.00000000","Pinus densiflora S et Z.","2.00000000","33.00000000","공원녹지과","198635.389","198635.3886"
"20001258","중구","2-장충동-큰-0239","02","장충동","239.00000000","자작나무","30.00000000","8.00000000","4.00000000","충무초등학교","60","5.00000000","10.00000000","6.00000000","4","9","3.00000000","1.00000000","Betula platyphylla var.","2.00000000","34.00000000","공원녹지과","200210.544","200210.5442"
"20001260","중구","2-신당1동-큰-0066","02","신당1동","66.00000000","꽃개오동","37.00000000","7.00000000","7.00000000","현대빌딩","30","5.00000000","10.00000000","6.00000000","4","9","3.00000000","1.00000000","Catapa bignonioides Water","2.00000000","34.00000000","공원녹지과","201283.105","201283.1046"
"20001261","중구","2-명동-큰-0084","02","명동","84.00000000","은행나무","20.00000000","20.00000000","5.00000000","숭의여대별관","60","5.00000000","10.00000000","6.00000000","6","9","3.00000000","1.00000000","Ginkgo biloba L.","2.00000000","36.00000000","공원녹지과","198836.124","198836.1236"
"20001263","중구","2-신당2동-큰-0021","02","신당2동","21.00000000","단풍나무","43.00000000","10.00000000","8.00000000","","60","10.00000000","10.00000000","6.00000000","6","9","2.00000000","1.00000000","Acer palmatum Thunb.","2.00000000","41.00000000","공원녹지과","200770.132","200770.1318"
"20000847","중구","2-장충동-큰-0236","02","장충동","236.00000000","양버즘나무","25.00000000","4.00000000","3.00000000","충무초등학교","60","5.00000000","10.00000000","6.00000000","2","9","3.00000000","1.00000000","Platanus occidentalis L.","2.00000000","32.00000000","공원녹지과","200204.576","200204.5761"
"20000848","중구","2-명동-큰-0033","02","명동","33.00000000","단풍나무","35.00000000","9.00000000","9.00000000","명동성당","60","5.00000000","10.00000000","6.00000000","4","9","3.00000000","1.00000000","Acer palmatum Thunb.","2.00000000","34.00000000","공원녹지과","198900.785","198900.7849"
"20000849","중구","2-신당5동-큰-0039","02","신당5동","39.00000000","회화나무","23.00000000","8.00000000","4.00000000","성동고교","60","5.00000000","10.00000000","6.00000000","6","9","3.00000000","1.00000000","Sophora japonica L.","2.00000000","36.00000000","공원녹지과","202070.182","202070.1824"
"20000850","중구","2-장충동-큰-0178","02","장충동","178.00000000","은행나무","33.00000000","9.00000000","4.00000000","동국대학교","60","5.00000000","10.00000000","6.00000000","6","9","3.00000000","1.00000000","Ginkgo biloba L.","2.00000000","36.00000000","공원녹지과","200252.824","200252.824"
"20000851","중구","2-을지로3,4,5동-큰-0001","02","을지로3,4,5동","1.00000000","은행나무","37.00000000","12.00000000","6.00000000","수표동 청소년회관","30","5.00000000","10.00000000","6.00000000","6","9","3.00000000","1.00000000","Ginkgo biloba L.","2.00000000","36.00000000","공원녹지과","199175.12","199175.1197"
"20000430","중구","2-을지로3,4,5동-큰-0009","02","을지로3,4,5동","9.00000000","향나무","20.00000000","8.00000000","3.00000000","주교동 우래옥","30","5.00000000","10.00000000","6.00000000","4","9","3.00000000","1.00000000","Juniperus chinensis L.","2.00000000","34.00000000","공원녹지과","199906.771","199906.7715"
"20000433","중구","2-태평로1가동-큰-0095","02","태평로1가동","95.00000000","느티나무","27.00000000","19.00000000","6.00000000","한국외환은행","30","5.00000000","10.00000000","6.00000000","6","9","3.00000000","1.00000000","Zelkova serrata Makino","2.00000000","36.00000000","공원녹지과","198412.506","198412.5056"
"20000434","중구","2-중림동-큰-0013","02","중림동","13.00000000","아카시아나무","48.00000000","32.00000000","8.00000000","카톨릭중림동성당","60","10.00000000","10.00000000","6.00000000","4","9","3.00000000","1.00000000","Robinia pseudacacia L.","2.00000000","39.00000000","공원녹지과","197162.032","197162.0325"
"20000435","중구","2-중림동-큰-0015","02","중림동","15.00000000","은행나무","30.00000000","27.00000000","6.00000000","카톨릭중림동성당","60","5.00000000","10.00000000","6.00000000","6","9","3.00000000","1.00000000","Ginkgo biloba L.","2.00000000","36.00000000","공원녹지과","197160.298","197160.2981"
"20000436","중구","2-중림동-큰-0018","02","중림동","18.00000000","느티나무","29.00000000","15.00000000","10.00000000","카톨릭중림동성당","60","5.00000000","10.00000000","6.00000000","6","9","3.00000000","1.00000000","Zelkova serrata Makino","2.00000000","36.00000000","공원녹지과","197058.043","197058.0435"
"20000437","중구","2-중림동-큰-0020","02","중림동","20.00000000","느티나무","36.00000000","20.00000000","14.00000000","카톨릭중림동성당","60","5.00000000","10.00000000","6.00000000","6","9","3.00000000","1.00000000","Zelkova serrata Makino","2.00000000","36.00000000","공원녹지과","197115.127","197115.1267"
"20000439","중구","2-소공동-큰-0279","02","소공동","279.00000000","느티나무","36.00000000","32.00000000","15.00000000","상공회의소","60","5.00000000","10.00000000","6.00000000","6","9","3.00000000","1.00000000","Zelkova serrata Makino","2.00000000","36.00000000","공원녹지과","197749.078","197749.0782"
"20000440","중구","2-소공동-큰-0287","02","소공동","287.00000000","백합나무","27.00000000","20.00000000","7.00000000","상공회의소","60","5.00000000","10.00000000","6.00000000","2","9","3.00000000","1.00000000","Liriodendron tulipifera L.","2.00000000","32.00000000","공원녹지과","197655.195","197655.195"
"20000441","중구","2-소공동-큰-0289","02","소공동","289.00000000","느티나무","29.00000000","23.00000000","6.00000000","상공회의소","60","5.00000000","10.00000000","6.00000000","6","9","3.00000000","1.00000000","Zelkova serrata Makino","2.00000000","36.00000000","공원녹지과","197625.119","197625.1187"
"20000442","중구","2-소공동-큰-0291","02","소공동","291.00000000","백합나무","30.00000000","28.00000000","6.00000000","상공회의소","60","5.00000000","10.00000000","6.00000000","2","9","3.00000000","1.00000000","Liriodendron tulipifera L.","2.00000000","32.00000000","공원녹지과","197638.229","197638.2286"
"20000443","중구","2-소공동-큰-0298","02","소공동","298.00000000","느티나무","35.00000000","20.00000000","10.00000000","상공회의소","60","5.00000000","10.00000000","6.00000000","6","9","3.00000000","1.00000000","Zelkova serrata Makino","2.00000000","36.00000000","공원녹지과","197760.45","197760.4503"
"20000444","중구","2-소공동-큰-0299","02","소공동","299.00000000","느티나무","30.00000000","20.00000000","8.00000000","","30","5.00000000","10.00000000","6.00000000","6","9","3.00000000","1.00000000","Zelkova serrata Makino","2.00000000","36.00000000","공원녹지과","197644.206","197644.2057"
"20000446","중구","2-충무로4,5동-큰-0059","02","충무로4,5동","59.00000000","느티나무","25.00000000","8.00000000","6.00000000","목정주차장","60","5.00000000","10.00000000","6.00000000","6","9","3.00000000","1.00000000","Zelkova serrata Makino","2.00000000","36.00000000","공원녹지과","199964.422","199964.4217"
"20000447","중구","2-충무로4,5동-큰-0063","02","충무로4,5동","63.00000000","느티나무","30.00000000","9.00000000","8.00000000","목정주차장","60","5.00000000","10.00000000","6.00000000","6","9","3.00000000","1.00000000","Zelkova serrata Makino","2.00000000","36.00000000","공원녹지과","199951.874","199951.8744"
"20000448","중구","2-충무로4,5동-큰-0070","02","충무로4,5동","70.00000000","소나무","20.00000000","6.00000000","4.00000000","목정주차장","60","5.00000000","10.00000000","6.00000000","6","9","3.00000000","1.00000000","Pinus densiflora S et Z.","2.00000000","36.00000000","공원녹지과","200011.088","200011.0885"
"20000449","중구","2-충무로4,5동-큰-0074","02","충무로4,5동","74.00000000","느티나무","30.00000000","8.00000000","6.00000000","목정주차장","60","5.00000000","10.00000000","6.00000000","6","9","3.00000000","1.00000000","Zelkova serrata Makino","2.00000000","36.00000000","공원녹지과","200034.42","200034.4203"
"20000450","중구","2-충무로4,5동-큰-0077","02","충무로4,5동","77.00000000","백합나무","25.00000000","12.00000000","4.00000000","목정주차장","60","5.00000000","10.00000000","6.00000000","2","9","3.00000000","1.00000000","Liriodendron tulipifera L.","2.00000000","32.00000000","공원녹지과","200037.547","200037.5472"
"20000768","중구","2-광희동-큰-0053","02","광희동","53.00000000","은행나무","50.00000000","14.00000000","8.00000000","국립의료원","10","10.00000000","10.00000000","6.00000000","6","9","2.00000000","1.00000000","Ginkgo biloba L.","2.00000000","41.00000000","공원녹지과","200417.031","200417.0314"
"20000769","중구","2-중림동-큰-0073","02","중림동","73.00000000","아카시아나무","22.00000000","20.00000000","12.00000000","손기정공원","50","5.00000000","10.00000000","6.00000000","4","6","3.00000000","1.00000000","Robinia pseudacacia L.","2.00000000","31.00000000","공원녹지과","196857.242","196857.2417"
"20000770","중구","2-중림동-큰-0040","02","중림동","40.00000000","은행나무","31.00000000","26.00000000","5.00000000","손기정공원","50","5.00000000","10.00000000","6.00000000","6","6","3.00000000","1.00000000","Ginkgo biloba L.","2.00000000","33.00000000","공원녹지과","196976.781","196976.7808"
"20000771","중구","2-신당1동-큰-0053","02","신당1동","53.00000000","은행나무","60.00000000","9.00000000","6.00000000","성동실업여고","60","15.00000000","10.00000000","6.00000000","6","9","2.00000000","1.00000000","Ginkgo biloba L.","2.00000000","46.00000000","공원녹지과","201154.152","201154.1515"
"20000958","중구","2-소공동-큰-0223","02","소공동","223.00000000","느티나무","28.00000000","19.00000000","10.00000000","덕수궁","50","5.00000000","10.00000000","6.00000000","6","6","3.00000000","1.00000000","Zelkova serrata Makino","2.00000000","33.00000000","공원녹지과","197870.141","197870.141"
"20000959","중구","2-소공동-큰-0056","02","소공동","56.00000000","은행나무","27.00000000","22.00000000","5.00000000","창덕여중","60","5.00000000","10.00000000","6.00000000","6","9","3.00000000","1.00000000","Ginkgo biloba L.","2.00000000","36.00000000","공원녹지과","197418.025","197418.0253"
"20000960","중구","2-신당4동-큰-0012","02","신당4동","12.00000000","벚나무","32.00000000","4.00000000","3.00000000","삼성아파트","20","5.00000000","10.00000000","6.00000000","6","9","3.00000000","1.00000000","Prunus yedoensis Matsumira.","2.00000000","36.00000000","공원녹지과","201551.787","201551.7866"
"20000961","중구","2-장충동-큰-0298","02","장충동","298.00000000","호두나무","26.00000000","7.00000000","5.00000000","","60","5.00000000","10.00000000","6.00000000","4","9","3.00000000","1.00000000","Juglans sinensis Dode","2.00000000","34.00000000","공원녹지과","200290.234","200290.2338"
"20000963","중구","2-회현동-큰-0121","02","회현동","121.00000000","느티나무","38.00000000","26.00000000","7.00000000","한국은행부지","30","5.00000000","10.00000000","6.00000000","6","9","3.00000000","1.00000000","Zelkova serrata Makino","2.00000000","36.00000000","공원녹지과","198556.722","198556.7224"
"20000964","중구","2-장충동-큰-0337","02","장충동","337.00000000","은행나무","24.00000000","4.00000000","3.00000000","국립극장","60","5.00000000","10.00000000","6.00000000","6","9","3.00000000","1.00000000","Ginkgo biloba L.","2.00000000","36.00000000","공원녹지과","199990.227","199990.2265"
"20000965","중구","2-회현동-큰-0066","02","회현동","66.00000000","양버즘나무","21.00000000","15.00000000","6.00000000","","50","5.00000000","10.00000000","6.00000000","2","6","4.00000000","1.00000000","Platanus occidentalis L.","2.00000000","29.00000000","공원녹지과","198150.885","198150.8846"
"20000966","중구","2-신당6동-큰-0006","02","신당6동","6.00000000","향나무","22.00000000","7.00000000","5.00000000","한일교회","60","5.00000000","10.00000000","6.00000000","4","9","3.00000000","1.00000000","Juniperus chinensis L.","2.00000000","34.00000000","공원녹지과","201772.103","201772.1034"
"20000967","중구","2-명동-큰-0134","02","명동","134.00000000","소나무","22.00000000","17.00000000","10.00000000","남산공원","50","5.00000000","10.00000000","6.00000000","6","6","3.00000000","1.00000000","Pinus densiflora S et Z.","2.00000000","33.00000000","공원녹지과","198650.433","198650.4331"
"20000968","중구","2-장충동-큰-0216","02","장충동","216.00000000","양버즘나무","61.00000000","11.00000000","8.00000000","장충공원","50","15.00000000","10.00000000","6.00000000","2","6","3.00000000","1.00000000","Platanus occidentalis L.","2.00000000","39.00000000","공원녹지과","200326.518","200326.5177"
"20000969","중구","2-장충동-큰-0036","02","장충동","36.00000000","아카시아나무","26.00000000","20.00000000","8.00000000","동국대학교","60","5.00000000","10.00000000","6.00000000","4","9","3.00000000","1.00000000","Robinia pseudacacia L.","2.00000000","34.00000000","공원녹지과","199994.558","199994.5579"
"20000971","중구","2-충무로4,5동-큰-0057","02","충무로4,5동","57.00000000","느티나무","20.00000000","7.00000000","6.00000000","목정주차장","60","5.00000000","10.00000000","6.00000000","6","9","3.00000000","1.00000000","Zelkova serrata Makino","2.00000000","36.00000000","공원녹지과","199963.518","199963.5182"
"20000972","중구","2-소공동-큰-0146","02","소공동","146.00000000","측백나무","20.00000000","12.00000000","5.00000000","이화여고","60","5.00000000","10.00000000","6.00000000","6","9","3.00000000","1.00000000","Thuja orientalis L.","2.00000000","36.00000000","공원녹지과","197340.795","197340.795"
"20000973","중구","2-태평로1가동-큰-0050","02","태평로1가동","50.00000000","양버즘나무","25.00000000","20.00000000","6.00000000","시청","60","5.00000000","10.00000000","6.00000000","2","9","3.00000000","1.00000000","Platanus occidentalis L.","2.00000000","32.00000000","공원녹지과","198135.083","198135.0833"
"20000974","중구","2-태평로1가동-큰-0061","02","태평로1가동","61.00000000","느티나무","37.00000000","22.00000000","5.00000000","롯데호텔","30","5.00000000","10.00000000","6.00000000","6","9","3.00000000","1.00000000","Zelkova serrata Makino","2.00000000","36.00000000","공원녹지과","198255.524","198255.5244"
"20000975","중구","2-소공동-큰-0045","02","소공동","45.00000000","향나무","22.00000000","8.00000000","4.00000000","창덕여중","60","5.00000000","10.00000000","6.00000000","4","9","3.00000000","1.00000000","Juniperus chinensis L.","2.00000000","34.00000000","공원녹지과","197330.002","197330.0019"
"20000977","중구","2-충무로4,5동-큰-0095","02","충무로4,5동","95.00000000","은행나무","20.00000000","8.00000000","6.00000000","덕수중학교","60","5.00000000","10.00000000","6.00000000","6","9","3.00000000","1.00000000","Ginkgo biloba L.","2.00000000","36.00000000","공원녹지과","199818.563","199818.5634"
"20000979","중구","2-신당2동-큰-0050","02","신당2동","50.00000000","단풍나무","20.00000000","4.00000000","5.00000000","432-1780","10","5.00000000","10.00000000","6.00000000","4","9","3.00000000","1.00000000","Acer palmatum Thunb.","2.00000000","34.00000000","공원녹지과","200571.416","200571.4156"
"20000980","중구","2-장충동-큰-0142","02","장충동","142.00000000","느릅나무","23.00000000","8.00000000","5.00000000","동국대학교","60","5.00000000","10.00000000","6.00000000","4","9","3.00000000","1.00000000","Ulmus davidiana var","2.00000000","34.00000000","공원녹지과","200173.241","200173.2413"
"20000451","중구","2-충무로4,5동-큰-0079","02","충무로4,5동","79.00000000","단풍나무","20.00000000","6.00000000","5.00000000","삼성생명","60","5.00000000","10.00000000","6.00000000","6","9","3.00000000","1.00000000","Acer palmatum Thunb.","2.00000000","36.00000000","공원녹지과","200027.96","200027.9595"
"20000452","중구","2-충무로4,5동-큰-0083","02","충무로4,5동","83.00000000","이태리포플러","65.00000000","14.00000000","7.00000000","덕수중학교","60","15.00000000","10.00000000","6.00000000","2","9","2.00000000","1.00000000","Populus euramericana Guiner","2.00000000","42.00000000","공원녹지과","199770.275","199770.2754"
"20000454","중구","2-광희동-큰-0098","02","광희동","98.00000000","은행나무","42.00000000","11.00000000","6.00000000","국립간호대학","60","10.00000000","10.00000000","6.00000000","6","9","2.00000000","1.00000000","Ginkgo biloba L.","2.00000000","41.00000000","공원녹지과","200612.608","200612.6081"
"20000455","중구","2-신당1동-큰-0006","02","신당1동","6.00000000","느티나무","22.00000000","6.00000000","4.00000000","서울제1기동대","60","5.00000000","10.00000000","6.00000000","6","9","3.00000000","1.00000000","Zelkova serrata Makino","2.00000000","36.00000000","공원녹지과","201358.559","201358.5589"
"20000456","중구","2-신당1동-큰-0007","02","신당1동","7.00000000","느티나무","24.00000000","9.00000000","6.00000000","서울제1기동대","60","5.00000000","10.00000000","6.00000000","6","9","3.00000000","1.00000000","Zelkova serrata Makino","2.00000000","36.00000000","공원녹지과","201351.271","201351.271"
"20000642","중구","2-신당6동-큰-0049","02","신당6동","49.00000000","벚나무","21.00000000","5.00000000","6.00000000","동화연립","20","5.00000000","10.00000000","6.00000000","6","9","3.00000000","1.00000000","Prunus yedoensis Matsumira.","2.00000000","36.00000000","공원녹지과","201736.182","201736.1824"
"20000643","중구","2-장충동-큰-0088","02","장충동","88.00000000","양버즘나무","21.00000000","18.00000000","6.00000000","동국대학교","60","5.00000000","10.00000000","6.00000000","2","9","3.00000000","1.00000000","Platanus occidentalis L.","2.00000000","32.00000000","공원녹지과","199985.132","199985.1324"
"20000644","중구","2-회현동-큰-0096","02","회현동","96.00000000","양버즘나무","21.00000000","20.00000000","8.00000000","","50","5.00000000","10.00000000","6.00000000","2","6","4.00000000","1.00000000","Platanus occidentalis L.","2.00000000","29.00000000","공원녹지과","198153.958","198153.9578"
"20000646","중구","2-회현동-큰-0146","02","회현동","146.00000000","백합나무","37.00000000","18.00000000","8.00000000","연세빌딩","70","10.00000000","10.00000000","6.00000000","2","9","3.00000000","2.00000000","Liriodendron tulipifera L.","0E-8","0E-8","공원녹지과","197723.859","197723.859"
"20000647","중구","2-신당2동-큰-0022","02","신당2동","22.00000000","향나무","27.00000000","9.00000000","6.00000000","","60","5.00000000","10.00000000","6.00000000","6","9","3.00000000","1.00000000","Juniperus chinensis L.","2.00000000","36.00000000","공원녹지과","200777.971","200777.9714"
"20000648","중구","2-신당2동-큰-0036","02","신당2동","36.00000000","백합나무","38.00000000","10.00000000","6.00000000","366-11","10","5.00000000","10.00000000","6.00000000","4","9","3.00000000","1.00000000","","2.00000000","34.00000000","공원녹지과","200733.884","200733.884"
"20000649","중구","2-신당4동-큰-0049","02","신당4동","49.00000000","향나무","20.00000000","7.00000000","3.00000000","333-23","10","5.00000000","10.00000000","6.00000000","4","9","3.00000000","1.00000000","Juniperus chinensis L.","2.00000000","34.00000000","공원녹지과","201314.862","201314.8617"
"20000652","중구","2-장충동-큰-0124","02","장충동","124.00000000","은행나무","25.00000000","16.00000000","6.00000000","국립극장","60","5.00000000","10.00000000","6.00000000","6","9","3.00000000","1.00000000","Ginkgo biloba L.","2.00000000","36.00000000","공원녹지과","200096.276","200096.2758"
"20000653","중구","2-회현동-큰-0061","02","회현동","61.00000000","양버즘나무","22.00000000","15.00000000","6.00000000","","50","5.00000000","10.00000000","6.00000000","2","6","4.00000000","1.00000000","Platanus occidentalis L.","2.00000000","29.00000000","공원녹지과","198164.587","198164.5868"
"20000654","중구","2-남대문로5가동-큰-0057","02","남대문로5가동","57.00000000","느티나무","22.00000000","18.00000000","8.00000000","남대문교회","50","5.00000000","10.00000000","6.00000000","6","6","3.00000000","1.00000000","Zelkova serrata Makino","2.00000000","33.00000000","공원녹지과","198170.2","198170.2004"
"20000655","중구","2-신당1동-큰-0110","02","신당1동","110.00000000","향나무","21.00000000","6.00000000","2.00000000","50-2","10","5.00000000","10.00000000","6.00000000","4","9","3.00000000","1.00000000","Juniperus chinensis L.","2.00000000","34.00000000","공원녹지과","200829.964","200829.9639"
"20000656","중구","2-신당5동-큰-0002","02","신당5동","2.00000000","은행나무","32.00000000","7.00000000","3.00000000","국일빌딩","10","5.00000000","10.00000000","6.00000000","6","9","3.00000000","1.00000000","Ginkgo biloba L.","2.00000000","36.00000000","공원녹지과","201669.216","201669.2162"
"20000657","중구","2-광희동-큰-0072","02","광희동","72.00000000","참나무","30.00000000","8.00000000","5.00000000","두산타워","30","5.00000000","10.00000000","6.00000000","4","9","3.00000000","1.00000000","Quercus variabilis BL.","2.00000000","34.00000000","공원녹지과","200746.694","200746.6936"
"20000658","중구","2-광희동-큰-0082","02","광희동","82.00000000","양버즘나무","83.00000000","7.00000000","3.00000000","국립간호대학","60","15.00000000","10.00000000","6.00000000","6","9","2.00000000","1.00000000","Platanus occidentalis L.","2.00000000","46.00000000","공원녹지과","200590.385","200590.3846"
"20000660","중구","2-황학동-큰-0010","02","황학동","10.00000000","회화나무","23.00000000","9.00000000","8.00000000","황학동1377번지","30","5.00000000","10.00000000","6.00000000","6","9","3.00000000","1.00000000","Sophora japonica L.","2.00000000","36.00000000","공원녹지과","201866.991","201866.9906"
"20000661","중구","2-을지로3,4,5동-큰-0035","02","을지로3,4,5동","35.00000000","은행나무","23.00000000","12.00000000","5.00000000","대한예수교장로회","60","5.00000000","10.00000000","6.00000000","6","9","3.00000000","1.00000000","Ginkgo biloba L.","2.00000000","36.00000000","공원녹지과","199554.923","199554.9228"
"20000662","중구","2-을지로3,4,5동-큰-0039","02","을지로3,4,5동","39.00000000","가중나무","30.00000000","12.00000000","9.00000000","국민은행","30","5.00000000","10.00000000","6.00000000","4","9","3.00000000","1.00000000","Ailanthus altissima Swingle.","2.00000000","34.00000000","공원녹지과","199281.58","199281.5801"
